have_formal_word,have_respone,num_misspelled_words,bad_grammar,keyword,requests_personal_info,sense_of_urgency,sense_of_threat,long_email,number_special_chars,number_digits,number_chars,number_words,number_links,suspicious_link,number_dot_in_link,spam
1,0,3,1,0,0,0,0,0,0,0,194,29,0,0,0,0
0,0,19,1,0,0,0,0,1,0,0,2845,495,0,0,0,0
1,0,9,1,0,0,0,1,1,0,0,657,105,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,714,115,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,1005,190,0,0,0,0
0,0,7,1,0,0,0,0,0,0,0,260,47,0,0,0,0
0,0,106,1,0,0,0,1,1,0,0,24973,4037,9,1,36,0
0,0,0,1,0,0,0,1,0,0,0,213,37,0,0,0,0
0,0,25,1,0,0,0,1,1,0,0,3020,563,0,0,0,0
0,0,4,1,0,0,0,1,1,0,0,793,119,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,339,55,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,104,18,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,395,56,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,502,86,1,1,4,0
1,0,6,1,0,0,0,0,0,0,0,115,28,0,0,0,0
1,0,6,1,0,0,0,0,0,0,0,369,60,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,1405,233,0,0,0,0
0,0,40,1,0,0,0,0,1,0,0,2444,405,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,1499,261,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,79,12,0,0,0,0
0,0,18,1,0,0,0,1,1,0,0,1318,212,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,649,105,0,0,0,0
0,0,29,1,0,0,0,0,1,0,0,2057,329,0,0,0,0
0,0,17,1,0,0,0,1,1,0,0,541,103,0,0,0,0
1,0,10,1,0,0,0,0,0,0,0,311,54,1,1,4,0
0,0,39,1,1,1,0,0,1,0,0,1982,341,1,1,4,0
0,0,2,1,0,0,0,0,0,0,0,355,62,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,1525,267,0,0,0,0
0,0,20,1,0,0,0,1,1,0,0,2442,450,0,0,0,0
0,0,5,1,0,0,0,0,1,0,0,614,89,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,463,91,0,0,0,0
0,0,21,1,0,0,0,1,1,0,0,990,202,0,0,0,0
0,0,21,1,0,0,0,0,1,0,0,1515,215,0,0,0,0
0,0,24,1,0,0,0,0,1,0,0,1535,263,0,0,0,0
0,0,4,1,0,0,0,0,1,0,0,444,77,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,2199,324,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,563,110,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,1676,290,1,1,4,0
0,0,19,1,0,0,0,0,1,0,0,951,160,0,0,0,0
1,0,6,1,0,0,0,0,0,0,0,396,65,1,1,4,0
1,0,7,1,0,0,0,0,1,0,0,431,71,0,0,0,0
0,0,4,1,0,0,0,0,1,0,0,646,106,0,0,0,0
1,0,3,1,0,0,0,0,0,0,0,138,24,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,133,25,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,178,26,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,543,107,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,775,150,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,591,108,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,1292,217,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,606,102,1,1,4,0
0,0,9,1,0,0,0,0,0,0,0,396,66,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,618,89,0,0,0,0
0,0,8,1,0,0,0,1,1,0,0,1914,255,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,776,131,2,1,8,0
0,0,9,1,0,0,0,0,1,0,0,543,92,0,0,0,0
0,0,2,1,0,0,0,0,1,0,0,594,92,0,0,0,0
1,0,3,1,0,0,0,0,1,0,0,803,136,0,0,0,0
0,0,28,1,0,0,0,1,1,0,0,3620,641,3,1,12,0
0,1,0,1,0,0,0,0,0,0,0,110,18,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,868,143,0,0,0,0
0,0,6,1,0,0,0,0,1,0,0,573,93,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,1673,266,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,223,44,0,0,0,0
1,0,15,1,0,0,0,0,1,0,0,541,109,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,328,54,0,0,0,0
0,0,13,1,0,0,0,1,1,0,0,788,154,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,706,122,0,0,0,0
0,0,62,1,0,0,0,0,1,0,0,4623,803,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,95,17,0,0,0,0
0,0,13,1,0,0,1,0,1,0,0,896,153,0,0,0,0
0,0,27,1,0,0,0,0,1,0,0,1508,269,0,0,0,0
0,0,16,1,0,0,0,0,1,0,0,999,175,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,584,94,0,0,0,0
0,0,7,1,0,0,0,0,0,0,0,246,49,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,143,26,0,0,0,0
0,0,12,1,0,0,0,1,1,0,0,898,156,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,125,22,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,709,119,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,131,25,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,921,152,2,1,8,0
0,0,16,1,0,0,0,0,1,0,0,485,87,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,196,31,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,339,61,0,0,0,0
0,0,10,1,0,0,0,0,0,0,0,283,48,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,583,107,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,736,125,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,947,156,0,0,0,0
1,1,14,1,0,0,0,0,0,0,0,301,54,1,1,4,0
1,0,6,1,0,0,0,0,1,0,0,524,84,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,142,22,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,51,9,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,220,37,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,136,24,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,727,110,0,0,0,0
0,0,11,1,0,1,0,0,1,0,0,487,79,1,1,4,0
0,1,1,1,0,0,0,0,0,0,0,64,10,0,0,0,0
0,0,16,1,0,0,0,1,1,0,0,2811,464,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,1042,209,3,1,12,0
1,0,6,1,0,0,0,1,0,0,0,146,28,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,788,118,0,0,0,0
0,0,70,1,0,0,0,0,1,0,0,3360,557,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,34,6,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,980,154,0,0,0,0
0,0,21,1,0,0,0,0,1,0,0,817,148,1,1,4,0
0,0,21,1,0,0,0,1,1,0,0,4848,699,0,0,0,0
0,0,24,1,0,1,0,0,1,0,0,1352,255,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,567,110,0,0,0,0
0,0,34,1,0,0,0,1,1,0,0,2561,407,2,1,8,0
0,0,15,1,0,0,0,1,1,0,0,1248,230,0,0,0,0
0,0,16,1,0,0,0,1,1,0,0,1304,230,0,0,0,0
0,0,6,1,0,0,0,0,1,0,0,440,68,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0,442,79,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,569,90,0,0,0,0
0,0,9,1,0,0,0,0,0,0,0,417,76,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,2455,450,0,0,0,0
0,0,20,1,0,0,0,0,1,0,0,2275,393,0,0,0,0
0,0,33,1,0,0,0,0,1,0,0,4375,765,0,0,0,0
0,0,6,1,0,0,0,0,1,0,0,441,80,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0,237,42,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,889,158,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,823,134,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,58,10,0,0,0,0
0,0,79,1,0,0,0,1,1,0,0,5115,790,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,347,66,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,261,41,0,0,0,0
0,0,9,1,0,0,0,1,1,0,0,512,101,0,0,0,0
1,0,10,1,0,0,0,0,1,0,0,460,81,1,1,4,0
1,0,8,1,0,0,0,0,0,0,0,208,42,0,0,0,0
0,0,30,1,0,0,0,1,1,0,0,5348,782,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,308,49,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,1197,196,0,0,0,0
1,0,7,1,0,0,0,0,0,0,0,286,49,0,0,0,0
0,0,15,1,0,0,0,1,1,0,0,843,144,0,0,0,0
0,0,29,1,0,0,0,0,1,0,0,2708,422,0,0,0,0
0,0,5,1,0,0,0,0,1,0,0,824,122,0,0,0,0
0,0,9,1,0,0,0,1,1,0,0,804,146,0,0,0,0
0,0,21,1,0,0,0,0,1,0,0,1105,172,0,0,0,0
0,0,29,1,0,0,0,1,1,0,0,1297,238,0,0,0,0
0,0,29,1,0,0,0,0,1,0,0,1250,213,1,1,4,0
0,0,5,1,0,0,0,0,1,0,0,481,87,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,182,30,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,718,132,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,333,63,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,538,97,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,2503,353,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,419,85,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,549,96,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,807,136,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,797,140,0,0,0,0
0,0,33,1,0,0,0,1,1,0,0,2612,524,0,0,0,0
0,0,10,1,0,0,0,0,0,0,0,290,51,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,935,153,0,0,0,0
0,0,153,1,0,0,0,0,1,0,0,2709,529,0,0,0,0
0,0,38,1,0,0,0,0,1,0,0,5351,974,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,489,74,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,283,47,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0,375,74,0,0,0,0
0,0,22,1,0,0,0,0,1,0,0,1039,193,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,819,137,0,0,0,0
0,0,11,1,0,0,0,0,0,0,0,416,79,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,557,99,0,0,0,0
0,0,2,1,0,1,0,0,0,0,0,229,35,0,0,0,0
0,0,4,1,0,0,0,1,0,0,0,428,72,0,0,0,0
1,0,16,1,0,0,0,0,1,0,0,1073,190,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,922,166,0,0,0,0
1,0,5,1,0,0,0,0,0,0,0,223,41,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,209,33,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,159,27,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,999,177,1,1,4,0
0,0,33,1,0,0,0,0,1,0,0,714,161,0,0,0,0
1,0,14,1,0,0,0,0,0,0,0,402,73,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,532,86,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,1064,198,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,521,99,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,205,39,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,99,18,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,449,79,0,0,0,0
0,0,19,1,0,0,0,0,1,0,0,819,135,0,0,0,0
0,1,2,1,0,0,0,0,0,0,0,39,9,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,1517,262,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,624,117,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,130,21,0,0,0,0
0,0,9,1,0,0,0,1,1,0,0,630,92,1,1,4,0
0,0,14,1,0,0,0,0,1,0,0,692,131,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,460,83,0,0,0,0
0,0,16,1,0,0,0,0,1,0,0,811,140,1,1,4,0
0,0,44,1,0,0,0,0,1,0,0,2190,466,0,0,0,0
0,0,16,1,0,0,0,0,1,0,0,3591,583,0,0,0,0
0,0,18,1,0,0,0,1,1,0,0,2914,482,0,0,0,0
0,0,6,1,0,0,0,1,1,0,0,620,96,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,278,50,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,108,16,0,0,0,0
1,0,1,1,0,0,0,0,1,0,0,466,66,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0,371,65,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,65,12,0,0,0,0
0,0,28,1,0,0,0,0,1,0,0,1339,255,2,1,8,0
0,0,13,1,0,0,0,0,1,0,0,1108,189,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,581,106,2,1,8,0
0,0,1,1,0,0,0,0,0,0,0,250,39,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,1070,180,1,1,4,0
0,0,5,1,0,0,0,0,0,0,0,208,38,1,1,4,0
0,0,20,1,0,0,0,1,1,0,0,1391,238,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,2298,394,0,0,0,0
0,0,3,1,0,0,0,0,1,0,0,961,144,0,0,0,0
0,0,42,1,0,0,0,0,1,0,0,2025,328,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,692,116,1,1,4,0
0,0,13,1,0,0,0,0,1,0,0,1218,213,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,477,78,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,1686,302,0,0,0,0
0,0,20,1,0,0,0,1,1,0,0,2753,425,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,748,126,1,1,4,0
0,0,7,1,1,1,0,0,1,0,0,522,91,0,0,0,0
0,0,24,1,0,0,0,0,1,0,0,2193,373,0,0,0,0
1,0,18,1,0,0,0,0,1,0,0,1440,248,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,209,36,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,503,82,1,1,4,0
0,0,24,1,0,0,0,0,1,0,0,5253,809,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,200,39,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,728,129,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,61,11,0,0,0,0
0,0,80,1,0,0,0,1,1,0,0,10195,1621,6,1,24,0
0,0,12,1,0,0,0,0,1,0,0,1088,177,1,1,4,0
0,0,3,1,0,0,0,0,0,0,0,269,43,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,291,44,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,193,38,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,284,56,1,1,4,0
0,0,2,1,0,0,0,0,0,0,0,139,24,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,308,61,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0,202,35,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,832,138,2,1,8,0
1,0,1,1,0,0,0,0,0,0,0,100,14,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,1319,223,0,0,0,0
0,0,9,1,0,0,0,0,0,0,0,404,69,1,1,4,0
1,0,11,1,0,0,0,0,0,0,0,350,65,0,0,0,0
1,0,11,1,0,0,0,0,1,0,0,675,123,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,853,150,0,0,0,0
0,0,20,1,0,0,0,0,1,0,0,1028,180,1,1,4,0
0,0,5,1,0,0,0,1,0,0,0,254,42,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,657,117,0,0,0,0
0,0,6,1,0,0,0,0,1,0,0,662,116,0,0,0,0
1,0,9,1,0,0,0,0,0,0,0,305,60,0,0,0,0
1,0,11,1,0,0,0,0,0,0,0,389,66,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,348,61,0,0,0,0
1,0,9,1,0,0,0,0,0,0,0,182,30,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,356,55,0,0,0,0
0,0,2,1,0,0,0,0,1,0,0,448,75,0,0,0,0
0,0,23,1,0,0,0,0,1,0,0,1092,197,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,740,124,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,185,34,0,0,0,0
0,0,32,1,0,0,0,1,1,0,0,3589,571,5,1,20,0
0,0,39,1,0,0,0,0,1,0,0,4819,755,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,683,120,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,260,42,0,0,0,0
1,0,9,1,0,0,0,0,1,0,0,488,92,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,247,42,0,0,0,0
0,0,9,1,1,1,0,0,1,0,0,478,80,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,368,57,0,0,0,0
1,0,7,1,0,0,0,0,1,0,0,725,106,0,0,0,0
0,0,26,1,0,0,0,0,1,0,0,1478,275,0,0,0,0
0,0,4,1,0,0,0,0,1,0,0,567,82,0,0,0,0
1,0,10,1,0,0,0,0,1,0,0,541,97,2,1,8,0
1,0,2,1,0,0,0,0,0,0,0,174,32,0,0,0,0
1,0,10,1,0,0,0,0,1,0,0,903,138,0,0,0,0
0,0,16,1,0,0,0,1,0,0,0,402,77,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,310,53,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,106,20,0,0,0,0
0,0,10,1,0,0,0,1,1,0,0,862,133,0,0,0,0
0,0,44,1,0,0,0,0,0,0,0,372,74,1,1,4,0
0,0,8,1,0,0,0,0,0,0,0,287,51,0,0,0,0
0,0,21,1,0,0,0,0,1,0,0,483,85,0,0,0,0
0,0,6,1,0,0,0,0,1,0,0,478,80,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0,297,51,0,0,0,0
0,0,7,1,0,1,0,1,1,0,0,913,145,3,1,12,0
0,0,14,1,0,0,0,0,1,0,0,1336,213,0,0,0,0
0,0,7,1,0,0,0,0,0,0,0,165,32,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,72,12,0,0,0,0
0,0,11,1,0,0,0,1,1,0,0,933,157,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,469,84,0,0,0,0
0,0,34,1,0,0,0,1,1,0,0,1858,313,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,245,39,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,222,34,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,250,43,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,417,69,0,0,0,0
0,0,12,1,0,0,0,1,1,0,0,1173,199,0,0,0,0
0,0,36,1,0,0,0,0,1,0,0,1616,285,0,0,0,0
0,0,10,1,0,0,0,1,1,0,0,1197,200,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,453,73,0,0,0,0
0,0,26,1,0,0,0,0,1,0,0,1015,184,0,0,0,0
0,0,13,1,0,0,0,1,1,0,0,1525,253,0,0,0,0
1,0,23,1,0,0,0,0,1,0,0,961,180,0,0,0,0
0,0,26,1,0,0,0,0,1,0,0,1187,195,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,185,33,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,845,159,0,0,0,0
0,0,23,1,0,0,0,0,1,0,0,1634,276,1,1,4,0
1,0,7,1,0,0,0,0,1,0,0,515,92,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,260,42,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,711,142,0,0,0,0
1,0,2,1,0,1,0,0,0,0,0,126,22,0,0,0,0
0,0,50,1,0,0,0,0,1,0,0,1147,223,0,0,0,0
0,0,23,1,0,0,0,0,1,0,0,1000,162,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,307,56,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,641,108,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,726,116,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,567,120,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,96,17,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,615,123,0,0,0,0
0,0,19,1,0,0,0,0,1,0,0,982,166,1,1,4,0
1,0,57,1,0,0,0,0,1,0,0,462,83,0,0,0,0
0,0,34,1,0,0,0,0,1,0,0,1730,335,0,0,0,0
0,0,29,1,0,0,0,0,1,0,0,1848,310,0,0,0,0
1,0,14,1,0,0,0,0,1,0,0,807,148,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,342,60,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,864,137,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,1899,323,0,0,0,0
0,0,9,1,0,0,0,1,0,0,0,291,46,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,1485,274,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,93,15,0,0,0,0
1,1,2,1,0,0,0,0,0,0,0,149,25,0,0,0,0
0,0,5,1,0,0,0,0,1,0,0,476,81,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,200,31,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,59,10,0,0,0,0
0,0,10,1,0,0,0,0,0,0,0,341,62,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,736,132,0,0,0,0
1,0,4,1,0,0,0,0,0,0,0,232,42,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,724,124,0,0,0,0
0,0,9,1,0,0,0,0,0,0,0,361,69,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,42,7,0,0,0,0
0,0,23,1,0,0,0,0,1,0,0,805,152,1,1,4,0
0,0,3,1,0,0,0,0,1,0,0,454,77,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,1002,164,0,0,0,0
1,0,5,1,0,0,0,0,0,0,0,399,63,0,0,0,0
1,0,128,1,0,0,0,0,1,0,0,1621,318,0,0,0,0
0,0,41,1,0,0,0,0,1,0,0,1392,267,1,1,4,0
0,0,3,1,0,0,0,0,0,0,0,283,56,0,0,0,0
0,0,19,1,0,0,0,0,1,0,0,1926,326,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0,243,42,0,0,0,0
1,0,15,1,0,0,0,0,0,0,0,418,79,0,0,0,0
1,0,5,1,0,0,0,1,1,0,0,822,130,0,0,0,0
0,0,23,1,0,0,0,1,1,0,0,3756,551,7,1,28,0
0,0,23,1,0,0,0,1,1,0,0,1872,327,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,692,114,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,71,10,0,0,0,0
0,0,18,1,0,0,0,1,1,0,0,971,166,0,0,0,0
0,0,27,1,0,0,0,1,1,0,0,2890,467,0,0,0,0
0,0,12,1,0,0,0,1,1,0,0,2674,421,0,0,0,0
1,0,7,1,0,0,0,0,0,0,0,192,32,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0,220,44,0,0,0,0
1,0,6,1,0,0,0,0,0,0,0,176,33,0,0,0,0
1,1,3,1,0,0,0,0,0,0,0,43,8,0,0,0,0
0,0,26,1,0,0,0,0,1,0,0,1475,251,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,353,59,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,171,30,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,191,37,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,953,147,2,1,8,0
1,0,5,1,0,0,0,0,0,0,0,139,24,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,755,112,0,0,0,0
0,0,20,1,0,0,0,0,1,0,0,966,165,0,0,0,0
1,0,9,1,0,0,0,0,0,0,0,177,40,1,1,4,0
0,0,6,1,0,0,0,0,1,0,0,514,86,1,1,4,0
1,0,7,1,0,0,0,0,0,0,0,220,44,0,0,0,0
0,0,7,1,0,0,0,1,1,0,0,550,86,0,0,0,0
1,0,6,1,0,0,0,0,0,0,0,60,18,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,319,64,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,122,18,0,0,0,0
1,0,13,1,0,0,0,1,1,0,0,903,179,0,0,0,0
0,0,7,1,0,0,0,0,1,0,0,961,146,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,2134,346,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,1214,187,0,0,0,0
0,0,5,1,0,0,0,1,1,0,0,571,91,0,0,0,0
1,0,13,1,0,0,0,0,1,0,0,741,126,0,0,0,0
0,0,8,1,0,0,0,0,1,0,0,495,81,0,0,0,0
0,0,16,1,0,0,0,0,1,0,0,1600,271,0,0,0,0
0,0,14,1,0,0,0,0,1,0,0,781,130,0,0,0,0
1,0,10,1,0,0,0,0,0,0,0,225,44,0,0,0,0
0,0,13,1,0,0,0,0,1,0,0,1360,213,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,123,23,0,0,0,0
0,0,14,1,0,0,0,0,0,0,0,275,47,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,241,37,0,0,0,0
0,0,16,1,0,0,0,0,1,0,0,510,89,2,1,8,0
1,0,9,1,0,0,0,0,1,0,0,861,134,0,0,0,0
0,0,6,1,0,0,0,0,1,0,0,609,95,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,121,18,0,0,0,0
0,0,21,1,0,0,0,0,1,0,0,1234,226,0,0,0,0
1,0,6,1,0,0,0,0,0,0,0,312,50,0,0,0,0
0,0,3,1,0,1,0,0,0,0,0,310,52,0,0,0,0
0,0,11,1,0,0,0,0,1,0,0,572,102,0,0,0,0
0,0,11,1,0,0,0,0,0,0,0,419,75,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0,245,42,0,0,0,0
0,0,16,1,0,0,0,0,1,0,0,644,126,0,0,0,0
0,0,18,1,0,0,0,0,1,0,0,1029,168,0,0,0,0
0,0,12,1,0,0,0,0,1,0,0,683,120,0,0,0,0
1,0,6,1,0,0,0,0,0,0,0,231,37,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,92,12,0,0,0,0
0,0,7,1,0,0,0,0,0,0,0,353,72,0,0,0,0
0,0,12,1,0,0,0,1,1,0,0,693,121,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,224,37,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,234,38,0,0,0,0
1,0,2,1,0,0,0,0,0,0,0,74,14,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,198,28,0,0,0,0
0,0,15,1,0,0,0,0,1,0,0,1442,225,0,0,0,0
0,0,10,1,0,0,0,0,1,0,0,848,138,0,0,0,0
1,0,8,1,0,0,0,0,0,0,0,239,45,0,0,0,0
0,0,17,1,0,0,0,0,1,0,0,1687,287,0,0,0,0
0,0,9,1,0,0,0,0,1,0,0,1988,326,0,0,0,0
0,0,8,1,0,0,0,1,1,0,0,691,131,0,0,0,0
